Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
2630,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,6,High
5400,How can I update my contact details in the portal,IT Support,18,Low
4937,General query about elective subject options,Administration,26,Low
1297,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,59,High
1402,"Hello, What are the library working hours",Library,24,Low
3332,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,40,Low
4766,"Respected sir, I want to know the scholarship application status",Finance Office,36,Medium
1092,"Hello, I want to know the scholarship application status",Finance Office,47,Medium
2184,Hostel room change request for next semester,Hostel Office,7,Medium
2242,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,51,High
229,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,17,High
431,"Hello, How do I reset my university portal password",IT Support,5,Medium
2794,"Sir/Madam, How can I update my contact details in the portal",IT Support,38,Low
2613,"Hi, How to join student clubs at the university",Administration,2,Low
5337,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,38,High
4413,"Hi, What is the procedure for a transcript request",Administration,54,Low
694,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,7,Medium
1479,"Hi, When will the exam timetable be released",Examination Cell,41,Medium
5661,"Hi, Where can I find old question papers",Administration,41,Low
3150,"Hello, How to join student clubs at the university",Administration,42,Low
10,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,7,High
5527,"Respected sir, Hostel room change request for next semester",Hostel Office,48,Medium
3948,"Respected sir, Hostel room change request for next semester",Hostel Office,29,Medium
1194,"Hello, How do I apply for an internship through placement cell",Placement Cell,26,Low
3472,Wifi has been down for three days and I have an online exam,Examination Cell,60,High
1791,"Hello, Hostel room change request for next semester",Hostel Office,1,Medium
3866,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,58,High
2720,How do I apply for an internship through placement cell,Placement Cell,26,Low
1296,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,15,High
3397,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,17,High
4887,"Hello, What is the procedure for a transcript request",Administration,32,Low
4859,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,21,High
5873,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,39,High
4328,"Respected sir, How to join student clubs at the university",Administration,4,Low
2420,"Hi, What documents are needed for hostel allotment",Hostel Office,15,Low
1382,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,44,Medium
1007,"Respected sir, What are the library working hours",Library,58,Low
4814,My scholarship amount has not been credited and fee deadline is near,Finance Office,21,High
2951,"Hi, General query about elective subject options",Administration,52,Low
1384,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,23,High
2510,"Hello, I want to know the scholarship application status",Finance Office,17,Medium
5608,"Respected sir, Where can I find old question papers",Administration,40,Low
5006,"Hi, Library fine needs to be cleared please advise",Library,57,Medium
2169,"Respected sir, Placement registration form is not opening properly",Placement Cell,17,Medium
1057,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,46,High
39,"Respected sir, What documents are needed for hostel allotment",Hostel Office,49,Low
3020,"Hello, General query about elective subject options",Administration,6,Low
17,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,18,High
4677,"Sir/Madam, I need my admission confirmed urgently before the cutoff today",Admission Cell,43,High
5018,"Hello, How to join student clubs at the university",Administration,53,Low
1232,"Respected sir, What is the procedure for a transcript request",Administration,53,Low
4426,I need my admission confirmed urgently before the cutoff today,Admission Cell,32,High
441,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,50,High
4463,"Hi, My fee receipt was not generated after payment",Finance Office,38,Medium
620,"Hi, Admit card has wrong details and exam is in two days",Examination Cell,47,High
2439,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,22,High
409,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,47,High
3650,"Hi, How do I reset my university portal password",IT Support,33,Medium
3894,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,20,High
4184,"Hello, What is the procedure for a transcript request",Administration,58,Low
5999,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,27,High
2763,My fee receipt was not generated after payment,Finance Office,9,Medium
2354,"Hi, Hostel room change request for next semester",Hostel Office,12,Medium
4594,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,32,High
1143,"Sir/Madam, General query about elective subject options",Administration,48,Low
1173,"Respected sir, What documents are needed for hostel allotment",Hostel Office,36,Low
4383,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,27,Medium
491,"Hello, How do I reset my university portal password",IT Support,18,Medium
5829,"Hi, How can I update my contact details in the portal",IT Support,43,Low
303,"Respected sir, When will the exam timetable be released",Examination Cell,19,Medium
198,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,22,High
2193,"Hi, Placement registration form is not opening properly",Placement Cell,17,Medium
2608,"Hello, Where can I find old question papers",Administration,12,Low
4828,"Hi, What is the procedure for a transcript request",Administration,15,Low
4495,"Hello, How do I apply for an internship through placement cell",Placement Cell,60,Low
2050,"Sir/Madam, Hostel room change request for next semester",Hostel Office,15,Medium
4218,"Hi, How can I update my contact details in the portal",IT Support,24,Low
2460,"Respected sir, What are the library working hours",Library,51,Low
5301,"Hello, What are the library working hours",Library,21,Low
4691,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,50,Low
1722,"Respected sir, What is the procedure for a transcript request",Administration,23,Low
2049,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,19,Medium
2672,"Hi, My scholarship amount has not been credited and fee deadline is near",Finance Office,4,High
5263,My scholarship amount has not been credited and fee deadline is near,Finance Office,56,High
5478,"Respected sir, Hostel room change request for next semester",Hostel Office,52,Medium
1949,"Sir/Madam, Where can I find old question papers",Administration,23,Low
2408,When will the exam timetable be released,Examination Cell,59,Medium
221,"Respected sir, My fee receipt was not generated after payment",Finance Office,41,Medium
634,"Respected sir, When will the exam timetable be released",Examination Cell,15,Medium
3273,"Hello, Where can I find old question papers",Administration,41,Low
587,"Sir/Madam, Library fine needs to be cleared please advise",Library,33,Medium
636,"Sir/Madam, When will the exam timetable be released",Examination Cell,45,Medium
1672,"Sir/Madam, What is the procedure for a transcript request",Administration,52,Low
1899,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,38,High
2904,"Hi, What documents are needed for hostel allotment",Hostel Office,17,Low
2446,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,38,Medium
5531,"Sir/Madam, Where can I find old question papers",Administration,7,Low
2471,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,51,High
